user_key,user_id,gender,age_group,country,city,registration_date,email_domain,is_premium
6272,USR006272,Female,18-24 ,Germany,N/A,03-06-2023,yahoo.com,1
6273,USR006273,Male,18-24,India,  ,26-02-2019,yahoo.com,
6274,USR006274,Male,25 to 34,India,  ,27-10-2023,gmail.com,1
6275,USR006275,,,Brazil,,19-10-2020,,Yes
6276,USR006276,M,,USA,N/A,01-02-2020,gmail.com,yes
6277,USR006277,female,18-24 ,Australia,  ,20-09-2022,gmail.com,NO
6278,USR006278,Female,45-54,Mexico,City_45,13-05-2019,hotmail.com,yes
6279,USR006279,FEMALE,25 to 34,USA,,02-10-2019,yahoo.com,1
6280,USR006280,, 25-34,India,N/A,09-05-2021,yahoo.com,0
6281,USR006281,Male,,Japan,,10-02-2019,hotmail.com,yes
6282,USR006282,O,45-54,Germany,N/A,28-01-2021,hotmail.com,0
6283,USR006283,FEMALE,,India,  ,14-10-2020,outlook.com,0
6284,USR006284,FEMALE,25 to 34,UK,City_3,28-11-2022,,0
6285,USR006285,Female,55+,USA,N/A,29-09-2023,gmail.com,1
6286,USR006286,Male,18_24,Japan,  ,30-09-2021,outlook.com,NO
6287,USR006287,F,,USA,N/A,04-09-2020,,0
6288,USR006288,Female,25-34,Australia,City_13,08-05-2019,gmail.com,0
6289,USR006289,Other,55+,Canada,,14-10-2019,gmail.com,0
6290,USR006290,MALE,18_24,Japan,  ,10-07-2022,,0
6291,USR006291,Male,18-24 ,France,City_16,26-06-2023,gmail.com,NO
6292,USR006292,,18-24 ,Australia,City_13,24-12-2021,hotmail.com,
6293,USR006293,female,35-44,Brazil,,22-03-2023,gmail.com,1
6294,USR006294,MALE,55+,Australia,,10-09-2020,outlook.com,NO
6295,USR006295,F,18-24 ,Germany,City_16,19-11-2020,hotmail.com,Yes
6296,USR006296,,,Germany,City_6,26-06-2022,yahoo.com,0
6297,USR006297,F,18_24,Mexico,  ,22-01-2021,,0
6298,USR006298,F,,Japan,City_43,06-01-2022,,yes
6299,USR006299,MALE,25-34,Germany,  ,11-04-2023,yahoo.com,NO
6300,USR006300,M,18-24 ,Brazil,  ,23-06-2021,hotmail.com,NO
6301,USR006301,O,18_24,France,N/A,17-05-2021,yahoo.com,0
6302,USR006302,O,55+,USA,  ,19-03-2022,gmail.com,1
6303,USR006303,other,25-34,USA,  ,19-10-2020,outlook.com,0
6304,USR006304,F,18-24 ,India,,05-02-2021,,1
6305,USR006305,F, 25-34,Japan,N/A,03-03-2022,gmail.com,NO
6306,USR006306,MALE,18-24,India,  ,19-11-2023,gmail.com,
6307,USR006307,Female,18_24,USA,  ,17-09-2023,outlook.com,
6308,USR006308,male,35-44,Brazil,N/A,12-07-2019,gmail.com,
6309,USR006309,F,25-34,Canada,N/A,04-08-2022,yahoo.com,
6310,USR006310,other,45-54,Australia,  ,16-12-2019,yahoo.com,0
6311,USR006311,MALE,,Brazil,,01-05-2021,gmail.com,0
6312,USR006312,,25-34,UK,City_21,22-11-2021,gmail.com,0
6313,USR006313,Other,25-34,Canada,,05-07-2019,outlook.com,NO
6314,USR006314,O,18_24,France,N/A,10-04-2020,gmail.com,0
6315,USR006315,other,55+,Mexico,City_46,13-03-2019,gmail.com,0
6316,USR006316,Female,35-44,Australia,,12-10-2021,yahoo.com,yes
6317,USR006317,Female,18-24 ,USA,  ,27-11-2021,gmail.com,1
6318,USR006318,other,55+,Japan,N/A,10-05-2020,gmail.com,yes
6319,USR006319,O,,Canada,N/A,12-07-2021,yahoo.com,yes
6320,USR006320,, 25-34,Germany,,11-11-2023,outlook.com,
6321,USR006321,Female,18_24,France,  ,05-03-2020,hotmail.com,0
6322,USR006322,F,25-34,Japan,N/A,12-08-2019,gmail.com,1
6323,USR006323,MALE,18_24,Japan,  ,20-05-2023,gmail.com,1
6324,USR006324,male,35-44,USA,N/A,01-12-2021,gmail.com,0
6325,USR006325,M, 25-34,UK,,24-11-2022,hotmail.com,Yes
6326,USR006326,M,18_24,France,N/A,13-11-2022,gmail.com,yes
6327,USR006327,Female,45-54,USA,City_3,10-05-2020,yahoo.com,
6328,USR006328,male,35-44,Canada,City_39,14-12-2020,hotmail.com,0
6329,USR006329,other,45-54,Canada,N/A,05-04-2022,,0
6330,USR006330,FEMALE,18-24,Japan,  ,20-09-2020,outlook.com,1
6331,USR006331,Other,45-54,USA,  ,12-08-2019,hotmail.com,0
6332,USR006332,FEMALE,18-24 ,UK,N/A,17-12-2019,yahoo.com,
6333,USR006333,Female,18_24,Germany,,17-02-2023,outlook.com,1
6334,USR006334,O,25 to 34,Mexico,,28-04-2020,outlook.com,0
6335,USR006335,Other,35-44,Japan,  ,16-04-2023,hotmail.com,0
6336,USR006336,FEMALE,25 to 34,Mexico,N/A,03-03-2023,gmail.com,yes
6337,USR006337,MALE,18_24,Canada,  ,19-06-2020,,0
6338,USR006338,female,18_24,France,N/A,02-11-2020,gmail.com,0
6339,USR006339,Male,18-24,USA,N/A,08-04-2022,yahoo.com,1
6340,USR006340,M,18_24,Japan,N/A,08-01-2023,hotmail.com,0
6341,USR006341,Male,18-24 ,Japan,City_31,20-12-2019,yahoo.com,0
6342,USR006342,,18_24,Brazil,City_6,18-02-2020,gmail.com,1
6343,USR006343,Male,45-54,UK,N/A,28-12-2019,yahoo.com,1
6344,USR006344,M,18_24,Australia,City_5,19-07-2023,yahoo.com,0
6345,USR006345,male,35-44,India,  ,27-01-2021,gmail.com,0
6346,USR006346,Female,18-24 ,Mexico,,20-11-2022,,
6347,USR006347,Female,35-44,Canada,,23-11-2021,gmail.com,1
6348,USR006348,M,25-34,UK,N/A,25-04-2019,gmail.com,1
6349,USR006349,O,35-44,Germany,City_11,15-03-2023,gmail.com,0
6350,USR006350,FEMALE,25 to 34,Australia,City_9,06-01-2020,hotmail.com,0
6351,USR006351,O,45-54,India,  ,14-08-2020,gmail.com,1
6352,USR006352,Male,35-44,UK,City_41,12-12-2020,hotmail.com,
6353,USR006353,MALE,18_24,Brazil,City_37,15-10-2020,gmail.com,Yes
6354,USR006354,male,25 to 34,Brazil,  ,10-09-2023,,0
6355,USR006355,M, 25-34,Australia,N/A,20-10-2021,gmail.com,yes
6356,USR006356,Male,45-54,Japan,  ,08-06-2019,gmail.com,0
6357,USR006357,FEMALE,55+,Brazil,  ,28-07-2019,hotmail.com,NO
6358,USR006358,MALE,18-24,Australia,,18-04-2023,,1
6359,USR006359,female, 25-34,Canada,City_10,23-02-2021,yahoo.com,Yes
6360,USR006360,F,55+,Canada,N/A,02-01-2020,yahoo.com,0
6361,USR006361,Female, 25-34,UK,N/A,19-07-2023,outlook.com,NO
6362,USR006362,FEMALE,18_24,India,,03-12-2022,,1
6363,USR006363,female, 25-34,Japan,,10-08-2021,,0
6364,USR006364,FEMALE,,USA,,06-07-2020,outlook.com,1
6365,USR006365,O,,Canada,  ,29-04-2023,gmail.com,0
6366,USR006366,Male,18-24 ,USA,,01-03-2020,,0
6367,USR006367,female,35-44,India,,12-11-2020,gmail.com,NO
6368,USR006368,male,55+,Canada,,30-07-2019,outlook.com,1
6369,USR006369,M,18-24,Germany,,24-05-2023,gmail.com,1
6370,USR006370,Male,25-34,India,,02-08-2020,yahoo.com,Yes
6371,USR006371,Female,55+,France,City_44,07-05-2022,gmail.com,0
6372,USR006372,F,18_24,Canada,City_18,15-09-2019,yahoo.com,0
6373,USR006373,male,55+,USA,City_16,19-11-2021,gmail.com,
6374,USR006374,,45-54,Japan,N/A,10-08-2023,gmail.com,
6375,USR006375,FEMALE,25 to 34,Australia,  ,23-04-2021,gmail.com,
6376,USR006376,M,25 to 34,Brazil,  ,16-02-2020,outlook.com,0
6377,USR006377,MALE,25-34,Canada,  ,02-10-2019,gmail.com,1
6378,USR006378,Female,18-24,France,City_11,12-10-2021,gmail.com,0
6379,USR006379,F, 25-34,Germany,  ,06-12-2022,gmail.com,1
6380,USR006380,Male,35-44,Canada,  ,23-04-2019,hotmail.com,0
6381,USR006381,male,35-44,India,  ,12-11-2019,outlook.com,
6382,USR006382,O,,Germany,N/A,25-02-2020,gmail.com,1
6383,USR006383,MALE,35-44,USA,  ,24-07-2019,,Yes
6384,USR006384,F,45-54,Canada,,09-08-2021,hotmail.com,0
6385,USR006385,FEMALE, 25-34,Japan,,09-06-2020,outlook.com,NO
6386,USR006386,MALE,35-44,Brazil,City_12,22-07-2022,hotmail.com,0
6387,USR006387,O, 25-34,Germany,N/A,10-03-2019,outlook.com,0
6388,USR006388,Male, 25-34,France,,23-09-2019,gmail.com,Yes
6389,USR006389,MALE,25 to 34,India,  ,10-12-2021,gmail.com,yes
6390,USR006390,FEMALE,45-54,UK,  ,03-03-2023,hotmail.com,0
6391,USR006391,O,45-54,Canada,City_13,02-06-2019,yahoo.com,1
6392,USR006392,male,18-24 ,Brazil,City_2,02-04-2019,,Yes
6393,USR006393,,25-34,USA,N/A,17-02-2021,hotmail.com,yes
6394,USR006394,other,45-54,Brazil,,06-01-2019,yahoo.com,1
6395,USR006395,MALE,55+,France,  ,19-05-2023,,1
6396,USR006396,FEMALE,35-44,Japan,,16-07-2022,gmail.com,1
6397,USR006397,F, 25-34,Canada,N/A,14-10-2023,hotmail.com,yes
6398,USR006398,other,25-34,UK,,19-09-2021,gmail.com,0
6399,USR006399,Female,25 to 34,Australia,N/A,05-03-2021,gmail.com,0
6400,USR006400,female,35-44,India,  ,20-04-2020,hotmail.com,1
6401,USR006401,M,45-54,UK,N/A,28-08-2023,outlook.com,
6402,USR006402,other,,Mexico,City_26,30-08-2020,hotmail.com,yes
6403,USR006403,O,35-44,UK,,14-07-2020,outlook.com,0
6404,USR006404,Male,55+,Japan,  ,01-03-2020,hotmail.com,yes
6405,USR006405,O,18-24 ,Brazil,,01-03-2020,hotmail.com,0
6406,USR006406,,18-24,Australia,  ,27-07-2020,,0
6407,USR006407,,25-34,France,City_20,24-10-2022,,yes
6408,USR006408,male,18_24,Australia,N/A,30-04-2021,gmail.com,Yes
6409,USR006409,Female,55+,UK,,05-01-2019,gmail.com,yes
6410,USR006410,FEMALE,18_24,Canada,N/A,07-01-2020,gmail.com,yes
6411,USR006411,other,25-34,UK,City_28,23-08-2022,hotmail.com,yes
6412,USR006412,Female,25 to 34,France,,11-03-2023,gmail.com,1
6413,USR006413,MALE,,France,,07-02-2021,,0
6414,USR006414,female,45-54,Brazil,,02-03-2020,yahoo.com,NO
6415,USR006415,Male,,India,  ,18-05-2020,gmail.com,0
6416,USR006416,other,55+,Canada,N/A,23-01-2023,outlook.com,0
6417,USR006417,MALE,25-34,Australia,City_46,20-01-2021,outlook.com,0
6418,USR006418,male,18_24,Australia,City_9,26-03-2021,yahoo.com,1
6419,USR006419,MALE,25 to 34,Brazil,City_23,22-07-2020,outlook.com,0
6420,USR006420,other,,UK,City_42,01-06-2019,gmail.com,
6421,USR006421,F,35-44,India,  ,25-12-2022,gmail.com,1
6422,USR006422,female,25-34,Canada,,06-04-2021,,Yes
6423,USR006423,Male,18-24 ,Australia,City_37,31-07-2022,gmail.com,
6424,USR006424,M,55+,Germany,,03-01-2020,,Yes
6425,USR006425,Female,18-24,UK,  ,28-04-2022,outlook.com,
6426,USR006426,Other, 25-34,Canada,,07-07-2023,outlook.com,NO
6427,USR006427,male,55+,USA,N/A,25-01-2022,outlook.com,0
6428,USR006428,F,25-34,Germany,,21-09-2022,outlook.com,1
6429,USR006429,MALE,,Japan,City_14,11-10-2021,gmail.com,0
6430,USR006430,Male, 25-34,Germany,City_9,19-03-2019,,0
6431,USR006431,Male,25 to 34,France,N/A,21-07-2023,gmail.com,1
6432,USR006432,Other,35-44,Australia,City_8,17-12-2019,yahoo.com,0
6433,USR006433,O,,Canada,N/A,08-11-2020,outlook.com,Yes
6434,USR006434,FEMALE,55+,Australia,,05-11-2019,gmail.com,
6435,USR006435,O,45-54,UK,  ,13-07-2019,outlook.com,1
6436,USR006436,Other,18_24,Japan,N/A,07-01-2021,yahoo.com,0
6437,USR006437,M,25-34,Mexico,City_43,16-01-2023,,NO
6438,USR006438,female,25-34,UK,,18-01-2023,hotmail.com,1
6439,USR006439,male,25 to 34,Germany,City_6,29-11-2023,yahoo.com,0
6440,USR006440,MALE,25 to 34,France,,30-06-2019,outlook.com,1
6441,USR006441,M,18-24 ,Australia,City_12,04-07-2020,,0
6442,USR006442,FEMALE,45-54,France,N/A,20-10-2022,outlook.com,
6443,USR006443,male,,Canada,  ,03-08-2022,gmail.com,0
6444,USR006444,other, 25-34,Mexico,City_39,29-01-2023,gmail.com,0
6445,USR006445,Other, 25-34,India,City_3,11-04-2020,hotmail.com,0
6446,USR006446,female,18-24,Australia,  ,19-12-2020,gmail.com,NO
6447,USR006447,other,25-34,India,,16-10-2023,gmail.com,1
6448,USR006448,Male,55+,Brazil,  ,22-11-2023,gmail.com,1
6449,USR006449,Male,55+,France,N/A,15-07-2019,gmail.com,Yes
6450,USR006450,female,55+,France,  ,30-08-2021,hotmail.com,1
6451,USR006451,other,18_24,Australia,,25-09-2019,gmail.com,1
6452,USR006452,M,18-24 ,Mexico,N/A,23-08-2022,gmail.com,Yes
6453,USR006453,O, 25-34,Germany,City_38,10-02-2020,gmail.com,0
6454,USR006454,,55+,UK,,01-10-2022,gmail.com,0
6455,USR006455,male,18-24 ,India,City_11,19-02-2021,hotmail.com,yes
6456,USR006456,M,25-34,Japan,City_41,05-11-2021,outlook.com,NO
6457,USR006457,FEMALE,18-24,Japan,,19-01-2021,,1
6458,USR006458,MALE,25-34,Germany,N/A,31-03-2019,gmail.com,1
6459,USR006459,female,,Brazil,,23-06-2020,outlook.com,0
6460,USR006460,,45-54,India,,04-02-2023,outlook.com,0
6461,USR006461,other,25 to 34,Japan,City_30,05-03-2023,outlook.com,
6462,USR006462,female,,India,N/A,15-06-2023,yahoo.com,1
6463,USR006463,FEMALE,45-54,France,  ,11-09-2022,yahoo.com,Yes
6464,USR006464,O,25 to 34,Mexico,N/A,30-09-2020,hotmail.com,0
6465,USR006465,MALE, 25-34,UK,City_7,02-01-2022,gmail.com,yes
6466,USR006466,Male,55+,Canada,,14-01-2021,outlook.com,
6467,USR006467,O,25-34,Germany,  ,14-12-2019,gmail.com,0
6468,USR006468,F,,Mexico,City_14,06-03-2021,yahoo.com,1
6469,USR006469,female,18_24,Australia,City_1,16-04-2019,gmail.com,1
6470,USR006470,O,25 to 34,USA,City_38,21-07-2022,gmail.com,NO
6471,USR006471,M,25 to 34,Japan,N/A,19-03-2023,gmail.com,0
6472,USR006472,Female, 25-34,Mexico,,18-10-2019,outlook.com,NO
6473,USR006473,Male,25 to 34,Canada,N/A,11-08-2023,hotmail.com,
6474,USR006474,FEMALE,18_24,Australia,N/A,19-01-2023,,0
6475,USR006475,O, 25-34,Brazil,  ,18-05-2020,gmail.com,Yes
6476,USR006476,FEMALE,18-24,India,N/A,14-11-2020,outlook.com,1
6477,USR006477,,25 to 34,Japan,N/A,11-08-2020,hotmail.com,1
6478,USR006478,Female,25-34,Germany,N/A,03-09-2022,gmail.com,1
6479,USR006479,,25 to 34,Japan,  ,21-08-2021,gmail.com,0
6480,USR006480,O,25-34,Australia,City_30,11-11-2019,hotmail.com,0
6481,USR006481,FEMALE,25 to 34,Canada,  ,02-12-2023,gmail.com,NO
6482,USR006482,MALE,25-34,India,N/A,12-12-2019,outlook.com,0
6483,USR006483,Other,25-34,Canada,,09-06-2020,gmail.com,0
6484,USR006484,M,45-54,France,,14-03-2019,outlook.com,
6485,USR006485,,18-24 ,Mexico,  ,16-10-2020,hotmail.com,
6486,USR006486,female,25 to 34,Canada,  ,23-01-2023,yahoo.com,yes
6487,USR006487,female,25 to 34,Canada,N/A,07-01-2021,yahoo.com,1
6488,USR006488,O, 25-34,Japan,  ,03-07-2023,hotmail.com,
6489,USR006489,FEMALE, 25-34,Japan,City_50,24-07-2023,hotmail.com,1
6490,USR006490,Female,18-24,Brazil,  ,30-04-2020,,0
6491,USR006491,Other,18-24 ,UK,N/A,04-04-2019,outlook.com,NO
6492,USR006492,,,Australia,,14-04-2023,gmail.com,0
6493,USR006493,M,,USA,City_22,10-04-2021,gmail.com,Yes
6494,USR006494,male,25 to 34,Mexico,  ,07-06-2019,,1
6495,USR006495,,18_24,India,,26-08-2019,gmail.com,yes
6496,USR006496,M,18-24,Germany,City_21,07-04-2020,yahoo.com,1
6497,USR006497,FEMALE, 25-34,France,  ,09-06-2022,outlook.com,0
6498,USR006498,Female, 25-34,Brazil,N/A,04-02-2019,gmail.com,1
6499,USR006499,Female,18-24,UK,N/A,09-01-2019,gmail.com,NO
6500,USR006500,,45-54,UK,  ,29-06-2020,hotmail.com,
6501,USR006501,female,25 to 34,Canada,N/A,18-01-2021,,
6502,USR006502,FEMALE,35-44,Germany,N/A,05-09-2022,gmail.com,
6503,USR006503,Male,18-24,Australia,City_1,23-12-2021,gmail.com,yes
6504,USR006504,other,18-24 ,UK,,22-05-2022,,
6505,USR006505,,25-34,Canada,,04-10-2019,gmail.com,yes
6506,USR006506,F,55+,Germany,  ,27-08-2021,hotmail.com,yes
6507,USR006507,O, 25-34,UK,,15-01-2021,gmail.com,yes
6508,USR006508,M,18-24,India,N/A,28-09-2023,,0
6509,USR006509,Male,,UK,  ,23-07-2022,outlook.com,0
6510,USR006510,Other,55+,UK,  ,05-12-2019,hotmail.com,0
6511,USR006511,female,18-24 ,UK,,07-02-2020,gmail.com,1
6512,USR006512,Other,18-24 ,Canada,City_6,02-07-2020,gmail.com,NO
6513,USR006513,MALE,18-24 ,USA,,16-04-2019,gmail.com,
6514,USR006514,female,45-54,USA,,03-11-2021,outlook.com,
6515,USR006515,O,55+,USA,City_21,04-10-2021,outlook.com,
6516,USR006516,male,,Canada,  ,15-03-2019,gmail.com,0
6517,USR006517,other,18-24,Japan,  ,21-03-2023,outlook.com,0
6518,USR006518,,18-24 ,Canada,  ,05-02-2021,,0
6519,USR006519,F,,Australia,,07-05-2021,outlook.com,yes
6520,USR006520,MALE,55+,Mexico,,25-02-2022,gmail.com,1
6521,USR006521,,35-44,USA,N/A,16-06-2023,outlook.com,0
6522,USR006522,other,45-54,Canada,N/A,23-09-2022,,1
6523,USR006523,FEMALE,18_24,USA,  ,06-04-2020,gmail.com,1
6524,USR006524,,18_24,Australia,  ,24-03-2020,gmail.com,Yes
6525,USR006525,M,18-24 ,UK,N/A,15-11-2020,gmail.com,1
6526,USR006526,Other, 25-34,India,,19-01-2021,outlook.com,
6527,USR006527,Female,18-24 ,Brazil,,02-01-2021,outlook.com,NO
6528,USR006528,female,35-44,UK,N/A,02-04-2021,,NO
6529,USR006529,F,,Mexico,City_3,06-05-2020,gmail.com,1
6530,USR006530,other,25-34,France,N/A,08-11-2021,yahoo.com,yes
6531,USR006531,female,18-24 ,Japan,,29-01-2021,,Yes
6532,USR006532,male,18-24 ,USA,,23-04-2022,hotmail.com,
6533,USR006533,male,25 to 34,Brazil,City_8,10-02-2022,gmail.com,1
6534,USR006534,,18_24,Brazil,,10-05-2019,yahoo.com,1
6535,USR006535,other,45-54,France,,12-12-2021,hotmail.com,0
6536,USR006536,male,18-24 ,Australia,,27-04-2023,,
6537,USR006537,Male,55+,Mexico,,12-11-2019,gmail.com,yes
6538,USR006538,M,25-34,France,  ,13-02-2022,gmail.com,NO
6539,USR006539,M,25-34,Germany,City_3,17-06-2020,hotmail.com,0
6540,USR006540,Male, 25-34,India,  ,05-03-2020,yahoo.com,0
6541,USR006541,MALE,18-24 ,Japan,N/A,08-06-2022,,NO
6542,USR006542,male,25 to 34,UK,  ,28-02-2022,hotmail.com,1
6543,USR006543,FEMALE,,USA,N/A,13-05-2023,hotmail.com,1
6544,USR006544,MALE,35-44,Australia,  ,17-06-2021,gmail.com,
6545,USR006545,male, 25-34,Mexico,City_13,31-08-2020,gmail.com,0
6546,USR006546,Male,45-54,India,N/A,21-12-2021,gmail.com,1
6547,USR006547,Other,55+,Germany,,07-06-2023,gmail.com,0
6548,USR006548,other,,Mexico,  ,08-03-2021,,1
6549,USR006549,F,18-24 ,UK,N/A,02-04-2022,gmail.com,0
6550,USR006550,other,18-24 ,UK,N/A,21-02-2022,,1
6551,USR006551,FEMALE,,India,City_44,28-03-2019,outlook.com,0
6552,USR006552,,18-24 ,UK,N/A,31-03-2019,yahoo.com,1
6553,USR006553,Other,35-44,Australia,,26-11-2023,,0
6554,USR006554,O,35-44,Mexico,  ,08-12-2020,,1
6555,USR006555,Other,18-24 ,France,N/A,07-01-2023,gmail.com,0
6556,USR006556,Female,18-24,India,N/A,06-01-2021,hotmail.com,1
6557,USR006557,Male,25-34,USA,  ,27-09-2021,gmail.com,Yes
6558,USR006558,female,45-54,Brazil,,28-12-2022,,NO
6559,USR006559,MALE,25 to 34,UK,City_28,03-03-2020,outlook.com,Yes
6560,USR006560,Other,55+,Australia,  ,18-08-2023,,1
6561,USR006561,O,18_24,Brazil,N/A,04-11-2023,yahoo.com,yes
6562,USR006562,male,18_24,Canada,,19-09-2023,gmail.com,0
6563,USR006563,Male,55+,USA,  ,19-02-2020,hotmail.com,Yes
6564,USR006564,MALE,18_24,India,City_47,10-12-2021,gmail.com,
6565,USR006565,other,18_24,Australia,  ,07-01-2019,yahoo.com,yes
6566,USR006566,FEMALE,35-44,France,,01-08-2021,yahoo.com,
6567,USR006567,male, 25-34,India,N/A,01-07-2022,gmail.com,0
6568,USR006568,FEMALE,25 to 34,USA,N/A,13-02-2023,gmail.com,NO
6569,USR006569,other,25-34,Canada,N/A,15-09-2019,gmail.com,0
6570,USR006570,Male,45-54,Canada,,11-04-2021,,0
6571,USR006571,female,25-34,India,,13-07-2022,,Yes
6572,USR006572,,25-34,Germany,N/A,06-03-2021,gmail.com,0
6573,USR006573,O,25 to 34,USA,,02-01-2019,hotmail.com,NO
6574,USR006574,F, 25-34,Australia,,29-03-2022,gmail.com,NO
6575,USR006575,female,55+,Germany,  ,11-10-2022,gmail.com,
6576,USR006576,O,35-44,Canada,N/A,14-08-2020,outlook.com,NO
6577,USR006577,Male,18-24 ,India,,21-01-2019,gmail.com,0
6578,USR006578,Other,18_24,Japan,City_31,14-09-2020,hotmail.com,0
6579,USR006579,Female,18-24 ,India,  ,30-05-2020,outlook.com,0
6580,USR006580,, 25-34,India,,22-07-2021,outlook.com,
6581,USR006581,Male,35-44,Brazil,,28-01-2021,outlook.com,0
6582,USR006582,O, 25-34,Mexico,  ,23-02-2019,gmail.com,
6583,USR006583,male,25-34,Germany,N/A,30-07-2019,yahoo.com,0
6584,USR006584,Female,55+,Germany,City_26,20-07-2021,gmail.com,yes
6585,USR006585,male,25 to 34,UK,  ,12-07-2023,gmail.com,0
6586,USR006586,MALE,25 to 34,Australia,  ,06-10-2020,gmail.com,1
6587,USR006587,,25-34,Canada,N/A,01-02-2019,hotmail.com,1
6588,USR006588,male,18-24 ,UK,City_6,13-11-2020,gmail.com,1
6589,USR006589,male,45-54,Brazil,N/A,24-04-2021,gmail.com,0
6590,USR006590,O,,Brazil,N/A,23-10-2022,outlook.com,
6591,USR006591,MALE,18-24,Australia,N/A,14-09-2023,outlook.com,1
6592,USR006592,,45-54,Mexico,,13-03-2021,gmail.com,Yes
6593,USR006593,F,18_24,Germany,  ,11-12-2020,gmail.com,0
6594,USR006594,MALE,35-44,USA,  ,21-05-2023,gmail.com,0
6595,USR006595,MALE,55+,Canada,,23-10-2020,gmail.com,
6596,USR006596,,18-24,UK,  ,22-11-2021,,0
6597,USR006597,other,,Mexico,N/A,04-05-2022,,1
6598,USR006598,MALE,45-54,Brazil,  ,17-04-2023,gmail.com,0
6599,USR006599,Other,45-54,Canada,City_27,07-06-2022,,0
6600,USR006600,other,45-54,Australia,  ,22-07-2022,gmail.com,1
6601,USR006601,M,45-54,Germany,City_18,12-03-2023,gmail.com,0
6602,USR006602,,,France,,21-03-2019,,0
6603,USR006603,O,45-54,India,,15-08-2022,hotmail.com,
6604,USR006604,,35-44,France,,25-03-2021,yahoo.com,0
6605,USR006605,F,18-24,Germany,City_35,23-10-2020,yahoo.com,0
6606,USR006606,O,55+,Mexico,N/A,31-12-2021,gmail.com,
6607,USR006607,male,45-54,India,,23-03-2021,gmail.com,
6608,USR006608,other,18-24,Australia,N/A,12-11-2023,yahoo.com,yes
6609,USR006609,Other,25 to 34,Japan,City_27,24-04-2022,hotmail.com,1
6610,USR006610,female,,Brazil,,14-10-2021,gmail.com,0
6611,USR006611,other,,India,N/A,08-11-2023,gmail.com,
6612,USR006612,FEMALE, 25-34,UK,,05-06-2023,hotmail.com,0
6613,USR006613,O,18_24,Japan,City_41,14-03-2023,yahoo.com,
6614,USR006614,other,18_24,Mexico,,28-12-2022,gmail.com,1
6615,USR006615,F,25 to 34,Mexico,City_11,30-12-2022,yahoo.com,0
6616,USR006616,male,45-54,France,N/A,30-09-2019,gmail.com,1
6617,USR006617,M, 25-34,Japan,City_14,02-12-2019,hotmail.com,Yes
6618,USR006618,M,35-44,USA,  ,18-02-2020,yahoo.com,0
6619,USR006619,,18_24,Mexico,City_12,13-12-2019,yahoo.com,1
6620,USR006620,F,25 to 34,Germany,,15-08-2020,yahoo.com,Yes
6621,USR006621,, 25-34,Mexico,City_16,08-01-2020,gmail.com,
6622,USR006622,female,25 to 34,Germany,,28-03-2019,hotmail.com,0
6623,USR006623,other, 25-34,UK,City_14,31-05-2020,yahoo.com,1
6624,USR006624,M,55+,Canada,,06-05-2020,gmail.com,yes
6625,USR006625,,18-24 ,UK,,07-02-2019,hotmail.com,Yes
6626,USR006626,Other,55+,Canada,City_44,06-05-2019,,1
6627,USR006627,FEMALE, 25-34,UK,City_19,28-03-2021,gmail.com,Yes
6628,USR006628,female,18-24 ,France,,04-05-2020,outlook.com,1
6629,USR006629,female,18-24 ,USA,,14-11-2022,gmail.com,yes
6630,USR006630,,45-54,UK,City_32,12-05-2019,outlook.com,1
6631,USR006631,female,18-24 ,Mexico,,21-03-2022,gmail.com,NO
6632,USR006632,female,18_24,USA,N/A,04-08-2019,yahoo.com,Yes
6633,USR006633,F,18-24 ,Australia,,12-11-2023,yahoo.com,1
6634,USR006634,other,25-34,Germany,City_3,18-03-2019,gmail.com,1
6635,USR006635,F,35-44,Japan,  ,20-08-2023,hotmail.com,1
6636,USR006636,O,18-24 ,India,City_39,29-05-2021,gmail.com,
6637,USR006637,female,45-54,Brazil,City_16,13-10-2023,outlook.com,Yes
6638,USR006638,Other,18_24,Mexico,N/A,28-02-2022,,0
6639,USR006639,MALE,25 to 34,Australia,  ,19-08-2021,gmail.com,0
6640,USR006640,Other,35-44,India,City_26,13-09-2023,outlook.com,Yes
6641,USR006641,,25-34,UK,City_1,29-09-2023,hotmail.com,1
6642,USR006642,MALE,18_24,Australia,City_45,26-07-2019,yahoo.com,Yes
6643,USR006643,F,,Australia,City_42,22-02-2023,outlook.com,0
